investor,stock,company,sector,pct,shares,value_idr,type,lf
UBS AG SINGAPORE BRANCH,TOWR,SARANA MENARA NUSANTARA Tbk,NON BUILDING CONSTRUCTION,3.1,1834484121,895228251048.0,Insurance/Pension,Foreign
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,TOWR,SARANA MENARA NUSANTARA Tbk,NON BUILDING CONSTRUCTION,1.83,1079520500,526806004000.0,Insurance,Local
EMPLOYEES PROVIDENT FUND BOARD,TOWR,SARANA MENARA NUSANTARA Tbk,NON BUILDING CONSTRUCTION,1.72,1017830900,496701479200.0,Pension Fund,Foreign
PT SARANA MENARA NUSANTARA TBK,TOWR,SARANA MENARA NUSANTARA Tbk,NON BUILDING CONSTRUCTION,1.68,990296554,483264718352.0,Corporation,Local
IR CHANDRA ADISUSANTO,TOWR,SARANA MENARA NUSANTARA Tbk,NON BUILDING CONSTRUCTION,1.54,912027000,445069176000.0,Individual,Local
SIX SIS LTD,TOWR,SARANA MENARA NUSANTARA Tbk,NON BUILDING CONSTRUCTION,1.51,893364100,435961680800.0,Insurance/Pension,Foreign
IWAN TIRTHA,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,28.86,414089900,3312719200.0,Individual,Local
PT. HOEKEL BANGUN ABADI,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,20.66,296521959,2372175672.0,Corporation,Local
PETER INDRA LEMBONG,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,5.28,75750000,606000000.0,Individual,Local
GOICHI MORI,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,5.28,75750000,606000000.0,Individual,Foreign
MAWAS NABILA PUTRI,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.54,22082300,176658400.0,Individual,Local
CELINE,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.49,21450000,171600000.0,Individual,Local
RUDY,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.4,20130000,161040000.0,Individual,Local
SRIYONO,TOYS,SUNINDO ADIPERSADA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.16,16708700,133669600.0,Individual,Local
BARITO PACIFIC TBK,TPIA,CHANDRA ASRI PACIFIC Tbk,CHEMICALS,34.63,29957670400,142298934400000.0,Corporation,Local
SCG CHEMICALS PUBLIC COMPANY LIMITED,TPIA,CHANDRA ASRI PACIFIC Tbk,CHEMICALS,30.57,26446618924,125621439889000.0,Unknown,Foreign
PT TOP INVESTMENT INDONESIA,TPIA,CHANDRA ASRI PACIFIC Tbk,CHEMICALS,15.0,12976731760,61639475860000.0,Corporation,Local
PRAJOGO PANGESTU,TPIA,CHANDRA ASRI PACIFIC Tbk,CHEMICALS,5.03,4354382164,20683315279000.0,Individual,Local
MARIGOLD RESOURCES PTE. LTD.,TPIA,CHANDRA ASRI PACIFIC Tbk,CHEMICALS,3.92,3387243720,16089407670000.0,Corporation,Foreign
BANGKOK BANK PUBLIC COMPANY LIMITED,TPIA,CHANDRA ASRI PACIFIC Tbk,CHEMICALS,1.7,1472648400,6995079900000.0,Insurance/Pension,Foreign
PT DWITUNGGAL PERKASA MANDIRI,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,52.04,1825430197,1086130967215.0,Corporation,Local
PT PATIN RESOURCES,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,9.01,315896590,187958471050.0,Corporation,Local
RONNY KURNIAWAN,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,4.16,146060387,86905930265.0,Individual,Local
ALBERTH KINDANGEN,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,3.61,126469687,75249463765.0,Individual,Local
PT ARTHA WIJAYA KAPITAL,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,2.85,100000000,59500000000.0,Corporation,Local
PT INVESTASI JAYA CEMERLANG,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,2.25,78748500,46855357500.0,Corporation,Local
RIDOAN MADJUKIE,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,1.43,50000000,29750000000.0,Individual,Local
KARDINATA ALIWARGA,TPMA,TRANS POWER MARINE Tbk,TRANSPORTATION,1.22,42700000,25406500000.0,Individual,Local
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,47.14,23402869906,1170143495300.0,Others,Local
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,5.09,2526967937,126348396850.0,Insurance,Local
TAN SECILIA BUDIJANTO,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,4.98,2473490000,123674500000.0,Individual,Local
JUNI SETIAWATI WONOWIDJOJO,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,4.98,2472367100,123618355000.0,Individual,Local
PT JASA INVESTINDO,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,2.52,1250000000,62500000000.0,Corporation,Local
Hendra Haryanto,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.99,990000200,49500010000.0,Individual,Local
PT Artha Sekuritas Indonesia,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.73,857044620,42852231000.0,Securities Co,Local
PT. ASURANSI JIWA IFG,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.6,793986133,39699306650.0,Insurance,Local
"ANGKASA BUMI MAS, PT",TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.43,709749700,35487485000.0,Corporation,Local
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.43,709193700,35459685000.0,Mutual Fund,Local
REKSA DANA SYARIAH AURORA SHARIA EQUITY,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.21,601268000,30063400000.0,Mutual Fund,Local
Reksa Dana Syariah Pan Arcadia Ekuitas Syariah Progresif,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.2,594406562,29720328100.0,Mutual Fund,Local
VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,TRAM,TRADA ALAM MINERA Tbk,COAL MINING,1.08,537807334,26890366700.0,Mutual Fund,Foreign
PT SUNTERRA INDONESIA,TRGU,CERESTAR INDONESIA Tbk,FOOD & BEVERAGES,81.12,6445382700,1134387355200.0,Corporation,Local
IRES CREST PTE LTD,TRGU,CERESTAR INDONESIA Tbk,FOOD & BEVERAGES,4.95,393241900,69210574400.0,Corporation,Foreign
THRESHOLD ASIA HOLDINGS PTE LTD,TRGU,CERESTAR INDONESIA Tbk,FOOD & BEVERAGES,4.25,337752200,59444387200.0,Corporation,Foreign
OAKSHIRE CAPITAL ADVISORS PTE LTD,TRGU,CERESTAR INDONESIA Tbk,FOOD & BEVERAGES,3.65,290119500,51061032000.0,Corporation,Foreign
PT ARTHABUANA KARYA MANDIRI,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),57.54,690483740,34524187000.0,Corporation,Local
PT. HENGTRACO PROTECSINDO,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),14.43,173150000,8657500000.0,Corporation,Local
RENAISSANCE CAPITAL MGT INVT.,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),4.01,48071500,2403575000.0,Insurance/Pension,Foreign
SIAUW YUNUS SUBANDI,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.92,23072900,1153645000.0,Individual,Local
ANTONIUS GUNAWAN GHO,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.86,22291000,1114550000.0,Individual,Local
Priscillia Lybianto,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.38,16600000,830000000.0,Individual,Local
HERMANTO,TRIL,TRIWIRA INSANLESTARI Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.03,12390000,619500000.0,Individual,Local
GARIBALDI THOHIR,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,34.68,2465846700,1232923350000.0,Individual,Local
PHILMON SAMUEL TANURI,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,7.86,559044000,279522000000.0,Individual,Local
UNION SAMPOERNA PT,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,5.81,413000000,206500000000.0,Corporation,Local
CITIBANK HONG KONG S/A PBG CLIENTS SG,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,4.99,354450000,177225000000.0,Insurance/Pension,Foreign
ADELLENE ODELIA TANURI,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,4.99,355000000,177500000000.0,Individual,Local
VERONICA COLONDAM,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,4.94,351255500,175627750000.0,Individual,Local
PT. SUKSES PERDANA MANDIRI,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,4.79,340805250,170402625000.0,Corporation,Local
PT. PURI DAMAI SEJAHTERA,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,3.68,261780000,130890000000.0,Corporation,Local
UOB KAY HIAN PRIVATE LIMITED,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,3.64,258856900,129428450000.0,Securities Co,Foreign
"NAITO SECURITIES CO., LTD.",TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,3.46,245870800,122935400000.0,Securities Co,Foreign
TERRA KONSUMA INVESTAMA,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,3.3,234745500,117372750000.0,Corporation,Local
PT TRIMEGAH SEKURITAS INDONESIA TBK,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,2.05,145953764,72976882000.0,Securities Co,Local
NUANSA INDAH KREASI PT,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,1.43,101870000,50935000000.0,Corporation,Local
YABES TANURI,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,1.37,97646800,48823400000.0,Individual,Local
"TRINUGRAHA THOHIR HARMONI, PT",TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,1.13,80000000,40000000000.0,Corporation,Local
MARUARAR SIRAIT,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,1.1,78444800,39222400000.0,Individual,Local
PT. BALI BINTANG SEJAHTERA,TRIM,TRIMEGAH SEKURITAS INDONESIA Tbk,SECURITIES COMPANY,1.0,71226300,35613150000.0,Corporation,Local
PT KUNCI DAUD INDONESIA,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,35.78,1628738000,1254128260000.0,Corporation,Local
PT INTAN INVESTAMA INTERNASIONAL,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,27.28,1241574500,956012365000.0,Corporation,Local
PT PANCA MUARA JAYA,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,5.82,264859000,203941430000.0,Corporation,Local
PT RAKSAKA SATYA DEVYA,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,2.92,133068072,102462415440.0,Corporation,Local
DJONI,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.5,68300000,52591000000.0,Individual,Local
OKIE DJAYA RAHARDJA,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.4,63565000,48945050000.0,Individual,Local
PT PERINTIS TRINITI PROPERTI TBK,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.32,60047600,46236652000.0,Corporation,Local
PT. SUKSES SEJATI SEJAHTERA,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.17,53197528,40962096560.0,Corporation,Local
SUTOPO WIDODO,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.16,52867100,40707667000.0,Individual,Local
MANGGARAI ANUGERAH SEMESTA PT,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.05,47892223,36877011710.0,Unknown,Foreign
PT RADA SARASWATI SURYA,TRIN,PERINTIS TRINITI PROPERTI Tbk,PROPERTY AND REAL ESTATE,1.0,45514600,35046242000.0,Corporation,Local
"SUKSES PERDANA PRIMA, PT",TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,38.25,9948636242,4238119039092.0,Corporation,Local
GLAS TRUST (SINGAPORE) LTD.,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,25.53,6640600956,2828896007256.0,Insurance/Pension,Foreign
UOB KAY HIAN PRIVATE LIMITED,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,12.97,3372249347,1436578221822.0,Securities Co,Foreign
TIGADARI FIESTA .PT - CPD2505K0189508,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,8.69,2259227224,962430797424.0,Corporation,Local
JPMCB NA RE-POLARIS LTD,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,8.22,2136744500,910253157000.0,Corporation,Foreign
PT BANK DBS INDONESIA,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,1.74,452943913,192954106938.0,Insurance/Pension,Local
ESCOMINDO PTE.LTD - CPF031149811431,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,1.41,367529716,156567659016.0,Corporation,Foreign
PT. HUAWEI TECH INVESTMENT,TRIO,TRIKOMSEL OKE Tbk,RETAIL TRADE,1.2,312196260,132995606760.0,Corporation,Local
PT. INTI NUSA DAMAI,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",31.27,982356222,171912338850.0,Corporation,Local
KIKY SUHERLAN,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",16.14,507072000,88737600000.0,Individual,Local
DEDIE SUHERLAN,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",16.14,507072000,88737600000.0,Individual,Local
PT. KARYA DWIMANUNGGAL SEJAHTERA,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",14.96,470037000,82256475000.0,Corporation,Local
UBS AG SINGAPORE BRANCH,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",4.89,153500000,26862500000.0,Insurance/Pension,Foreign
PT TRISULA INSAN TIARA,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",16.01,502814700,87992572500.0,Corporation,Local
PT.TRITIRTA INTI MANDIRI,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",1.75,54887874,9605377950.0,Corporation,Local
PT TRISULA INTERNATIONAL TBK,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",1.54,48232500,8440687500.0,Corporation,Local
INTERVENTURES CAPITAL PTE. LTD,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",1.54,48229375,8440140625.0,Others,Foreign
REKSA DANA DANAMAS STABIL,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",1.25,39275100,6873142500.0,Mutual Fund,Local
NIVEN HOLDINGS LIMITED,TRIS,TRISULA INTERNATIONAL Tbk,"TEXTILE, GARMENT",1.15,36159850,6327973750.0,Insurance/Pension,Foreign
PT SAMINDO RESOURCES TBK,TRJA,TRANSKON JAYA Tbk,TRANSPORTATION,83.81,1265646400,159471446400.0,Corporation,Local
PT. DAMAI INVESTAMA SUKSES,TRJA,TRANSKON JAYA Tbk,TRANSPORTATION,5.68,85845400,10816520400.0,Corporation,Local
PT ANEKA,TRJA,TRANSKON JAYA Tbk,TRANSPORTATION,1.88,28321700,3568534200.0,Corporation,Local
SAUT MARULITUA SINAGA,TRJA,TRANSKON JAYA Tbk,TRANSPORTATION,1.04,15778700,1988116200.0,Individual,Local
"DAYA KEMILAU NUSANTARA INVESTAMA, PT",TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,59.77,1764046400,208157475200.0,Corporation,Local
OKTANTIO P NOERDIANSYAH,TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,4.64,136977200,16163309600.0,Individual,Local
EASTERN IDEAL HOLDING LIMITED,TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,3.57,105503400,12449401200.0,Corporation,Foreign
KOKARJADI CHANDRA,TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,2.83,83650190,9870722420.0,Individual,Local
TAN TJOE LIANG,TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,1.8,53052100,6260147800.0,Individual,Local
PT KARYA DEWANTARA NASIONAL,TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,1.66,48941500,5775097000.0,Corporation,Local
WONG DAM SENG,TRON,TEKNOLOGI KARYA DIGITAL NUSA Tbk,COMPUTER AND SERVICES,1.62,47839000,5645002000.0,Individual,Local
PT. K AND L CAPITAL,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,26.71,750133500,345061410000.0,Corporation,Local
"ADILAKSA MANUNGGAL, PT",TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,17.91,502784665,231280945900.0,Others,Local
PT. KILO LIMA INTI PERKASA,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,7.71,216463250,99573095000.0,Corporation,Local
"PRIMA POLYCON INDAH, PT.",TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,5.77,161932460,74488931600.0,Corporation,Local
PT. KILO BRAVO INTI PERKASA,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,4.97,139696000,64260160000.0,Corporation,Local
KINDARTO KOHAR,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,4.87,136734500,62897870000.0,Individual,Local
LEKONG KOHAR,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,4.63,130000000,59800000000.0,Individual,Local
JAMIN TJANDRA,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,3.82,107352307,49382061220.0,Individual,Local
GSI S/A CAPITALIGHT INVESTMENTS PTE. LTD,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,3.56,100000000,46000000000.0,Corporation,Foreign
TJENHARTO KOHAR,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,3.04,85429000,39297340000.0,Individual,Local
MINTARJO WIDYA TJOA,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,1.75,49194854,22629632840.0,Individual,Local
FRANSISCA FIFI YONG WIDYA TAN,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,1.55,43543047,20029801620.0,Individual,Local
EUGENE SURYONO KOHAR,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,1.42,40000000,18400000000.0,Individual,Local
THE EMERGING MARKETS SMALL CAP SERIES OF THE DFA INVESTMENT TRUST COMPANY,TRST,TRIAS SENTOSA Tbk,PLASTICS & PACKAGING,1.17,32818400,15096464000.0,Mutual Fund,Foreign
PT AGUNG PERKASA INVESTINDO,TRUE,TRINITI DINAMIK Tbk,PROPERTY AND REAL ESTATE,52.83,4000000000,552000000000.0,Corporation,Local
PT PERINTIS TRINITI PROPERTI TBK,TRUE,TRINITI DINAMIK Tbk,PROPERTY AND REAL ESTATE,14.49,1097261584,151422098592.0,Corporation,Local
PT PANCA AGUNG GEMILANG,TRUE,TRINITI DINAMIK Tbk,PROPERTY AND REAL ESTATE,5.68,430299956,59381393928.0,Corporation,Local
DJONI,TRUE,TRINITI DINAMIK Tbk,PROPERTY AND REAL ESTATE,5.09,385000000,53130000000.0,Individual,Local
VALTOS GLOBALINDO PT,TRUE,TRINITI DINAMIK Tbk,PROPERTY AND REAL ESTATE,2.72,205588000,28371144000.0,Others,Local
VINCENT YO,TRUE,TRINITI DINAMIK Tbk,PROPERTY AND REAL ESTATE,1.42,107569484,14844588792.0,Individual,Local
PT GUNA MAKMUR RAYA,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,40.17,174734700,40887919800.0,Corporation,Local
PT CATUR DHARMA ANUGERAH SURYA,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,20.0,87000000,20358000000.0,Corporation,Local
BUDI GUNAWAN,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,5.0,21750000,5089500000.0,Individual,Local
CAROLINA KUSUMA,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,5.0,21750000,5089500000.0,Individual,Local
SUSANA KOSASIH,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,4.96,21584800,5050843200.0,Individual,Local
FENTI HIDAJAT,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,4.88,21225200,4966696800.0,Individual,Local
ERIC MOELJONO,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,3.72,16200000,3790800000.0,Individual,Local
SEMILTA LESTARI,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,2.93,12762100,2986331400.0,Individual,Local
ANTONIUS GUNAWAN GHO,TRUK,GUNA TIMUR RAYA Tbk,TRANSPORTATION,1.21,5250100,1228523400.0,Individual,Local
MAJUJAYA TERUS SEJAHTERA PT,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,30.0,240000000,93120000000.0,Unknown,Foreign
PT ARTHA CAPITAL INDONESIA,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,27.97,223760000,86818880000.0,Corporation,Local
"Artha Perdana Investama, PT",TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,9.35,74760000,29006880000.0,Corporation,Local
HENDRY HARTATO,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,7.02,56190000,21801720000.0,Individual,Local
ELNI TANGKA,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,4.98,39808000,15445504000.0,Individual,Local
RENEE TANG,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,4.94,39505000,15327940000.0,Individual,Local
PT KUSUMA ANUGRAH ABADI,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,4.11,32861000,12750068000.0,Corporation,Local
PT INTI INDAH RAYA,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,4.11,32861000,12750068000.0,Corporation,Local
RUSLI HAZALI,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,2.81,22490000,8726120000.0,Individual,Local
TANNER ALWI,TRUS,TRUST FINANCE INDONESIA Tbk,FINANCIAL INSTITUTION,1.95,15604900,6054701200.0,Individual,Local
PT. BOGAMULIA NAGADI,TSPC,TEMPO SCAN PACIFIC Tbk,PHARMACEUTICALS,90.53,4082880918,9880571821560.0,Corporation,Local
PT PERTAMINA (PERSERO),TUGU,ASURANSI TUGU PRATAMA INDONESIA Tbk,INSURANCE,58.5,2080000000,2600000000000.0,Corporation,Local
UOB KAY HIAN PRIVATE LIMITED,TUGU,ASURANSI TUGU PRATAMA INDONESIA Tbk,INSURANCE,15.84,563200000,704000000000.0,Securities Co,Foreign
"SAMSUNG FIRE AND MARINE INSURANCE CO., LTD",TUGU,ASURANSI TUGU PRATAMA INDONESIA Tbk,INSURANCE,5.29,188234000,235292500000.0,Insurance,Foreign
SALVITAS INVESTMENT INC,TUGU,ASURANSI TUGU PRATAMA INDONESIA Tbk,INSURANCE,4.12,146460582,183075727500.0,Corporation,Foreign
Harris Muliawan,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,34.06,1185556600,136339009000.0,Individual,Local
PT KINGLAND INVESTINDO NUSANTARA,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,31.6,1100000000,126500000000.0,Corporation,Local
INDRA MULIAWAN,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,15.93,554340000,63749100000.0,Individual,Local
PT Surya Tunggal Utama,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,3.36,116923000,13446145000.0,Corporation,Local
PT PRAKARSA MITRA SENTOSA,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,2.72,94743200,10895468000.0,Corporation,Local
PT HARAPAN PERSADA ABADI,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,2.32,80881800,9301407000.0,Corporation,Local
PT SEMESTA RAYA PERMAI,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,2.23,77559400,8919331000.0,Corporation,Local
PT. SENTRA NIAGA ABADI,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,2.01,70120000,8063800000.0,Corporation,Local
PT KREASI SUKSES SEJATI,TYRE,KING TIRE INDONESIA Tbk,AUTOMOTIVE AND COMPONENTS,1.76,61172300,7034814500.0,Corporation,Local
"SIRIUS SURYA SENTOSA, PT",UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,41.0,496049466,1671686700420.0,Corporation,Local
HAPSORO,UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,19.35,234178350,789181039500.0,Individual,Local
PT TIRTA ORISA YASA,UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,16.24,196446000,662023020000.0,Corporation,Local
PT. BHINEKA ABADI INVESTAMA,UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,9.49,114773100,386785347000.0,Corporation,Local
PT PANDAWA INDO INVESTAMA,UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,4.91,59374600,200092402000.0,Corporation,Local
PEMERINTAH PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA,UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,1.11,13459000,45356830000.0,Unknown,Foreign
SATRIO,UANG,PAKUAN Tbk,PROPERTY AND REAL ESTATE,1.0,12140000,40911800000.0,Individual,Local
UNICHARM CORPORATION,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,59.2,2460690846,1013804628552.0,Unknown,Foreign
PT APP PURINUSA EKAPERSADA,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,13.23,550000000,226600000000.0,Corporation,Local
PT PURINUSA EKAPERSADA,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,7.57,314567054,129601626248.0,Corporation,Local
JPMCB NA AIF CLT RE-THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,3.59,149308800,61515225600.0,Corporation,Foreign
